pin,slack
UART_Protocol_1/COREFIFO_C0_inst_0/COREFIFO_C0_0/genblk16.U_corefifo_async/genblk10.full_r_RNIKLP9_CC_0:P[2],1519
UART_Protocol_1/COREFIFO_C0_inst_0/COREFIFO_C0_0/genblk16.U_corefifo_async/genblk10.full_r_RNIKLP9_CC_0:P[3],1580
UART_Protocol_1/COREFIFO_C0_inst_0/COREFIFO_C0_0/genblk16.U_corefifo_async/genblk10.full_r_RNIKLP9_CC_0:P[4],1529
UART_Protocol_1/COREFIFO_C0_inst_0/COREFIFO_C0_0/genblk16.U_corefifo_async/genblk10.full_r_RNIKLP9_CC_0:P[5],1587
UART_Protocol_1/COREFIFO_C0_inst_0/COREFIFO_C0_0/genblk16.U_corefifo_async/genblk10.full_r_RNIKLP9_CC_0:P[6],1680
UART_Protocol_1/COREFIFO_C0_inst_0/COREFIFO_C0_0/genblk16.U_corefifo_async/genblk10.full_r_RNIKLP9_CC_0:P[7],1649
UART_Protocol_1/COREFIFO_C0_inst_0/COREFIFO_C0_0/genblk16.U_corefifo_async/genblk10.full_r_RNIKLP9_CC_0:P[8],1712
UART_Protocol_1/COREFIFO_C0_inst_0/COREFIFO_C0_0/genblk16.U_corefifo_async/genblk10.full_r_RNIKLP9_CC_0:P[9],1971
UART_Protocol_1/COREFIFO_C0_inst_0/COREFIFO_C0_0/genblk16.U_corefifo_async/genblk10.full_r_RNIKLP9_CC_0:Y3A[0],
UART_Protocol_1/COREFIFO_C0_inst_0/COREFIFO_C0_0/genblk16.U_corefifo_async/genblk10.full_r_RNIKLP9_CC_0:Y3A[10],
UART_Protocol_1/COREFIFO_C0_inst_0/COREFIFO_C0_0/genblk16.U_corefifo_async/genblk10.full_r_RNIKLP9_CC_0:Y3A[11],
UART_Protocol_1/COREFIFO_C0_inst_0/COREFIFO_C0_0/genblk16.U_corefifo_async/genblk10.full_r_RNIKLP9_CC_0:Y3A[1],
UART_Protocol_1/COREFIFO_C0_inst_0/COREFIFO_C0_0/genblk16.U_corefifo_async/genblk10.full_r_RNIKLP9_CC_0:Y3A[2],
UART_Protocol_1/COREFIFO_C0_inst_0/COREFIFO_C0_0/genblk16.U_corefifo_async/genblk10.full_r_RNIKLP9_CC_0:Y3A[3],
UART_Protocol_1/COREFIFO_C0_inst_0/COREFIFO_C0_0/genblk16.U_corefifo_async/genblk10.full_r_RNIKLP9_CC_0:Y3A[4],
UART_Protocol_1/COREFIFO_C0_inst_0/COREFIFO_C0_0/genblk16.U_corefifo_async/genblk10.full_r_RNIKLP9_CC_0:Y3A[5],
UART_Protocol_1/COREFIFO_C0_inst_0/COREFIFO_C0_0/genblk16.U_corefifo_async/genblk10.full_r_RNIKLP9_CC_0:Y3A[6],
UART_Protocol_1/COREFIFO_C0_inst_0/COREFIFO_C0_0/genblk16.U_corefifo_async/genblk10.full_r_RNIKLP9_CC_0:Y3A[7],
UART_Protocol_1/COREFIFO_C0_inst_0/COREFIFO_C0_0/genblk16.U_corefifo_async/genblk10.full_r_RNIKLP9_CC_0:Y3A[8],
UART_Protocol_1/COREFIFO_C0_inst_0/COREFIFO_C0_0/genblk16.U_corefifo_async/genblk10.full_r_RNIKLP9_CC_0:Y3A[9],
UART_Protocol_1/COREFIFO_C0_inst_0/COREFIFO_C0_0/genblk16.U_corefifo_async/genblk10.full_r_RNIKLP9_CC_0:Y3[0],
UART_Protocol_1/COREFIFO_C0_inst_0/COREFIFO_C0_0/genblk16.U_corefifo_async/genblk10.full_r_RNIKLP9_CC_0:Y3[10],
UART_Protocol_1/COREFIFO_C0_inst_0/COREFIFO_C0_0/genblk16.U_corefifo_async/genblk10.full_r_RNIKLP9_CC_0:Y3[11],
UART_Protocol_1/COREFIFO_C0_inst_0/COREFIFO_C0_0/genblk16.U_corefifo_async/genblk10.full_r_RNIKLP9_CC_0:Y3[1],
UART_Protocol_1/COREFIFO_C0_inst_0/COREFIFO_C0_0/genblk16.U_corefifo_async/genblk10.full_r_RNIKLP9_CC_0:Y3[2],
UART_Protocol_1/COREFIFO_C0_inst_0/COREFIFO_C0_0/genblk16.U_corefifo_async/genblk10.full_r_RNIKLP9_CC_0:Y3[3],
UART_Protocol_1/COREFIFO_C0_inst_0/COREFIFO_C0_0/genblk16.U_corefifo_async/genblk10.full_r_RNIKLP9_CC_0:Y3[4],
UART_Protocol_1/COREFIFO_C0_inst_0/COREFIFO_C0_0/genblk16.U_corefifo_async/genblk10.full_r_RNIKLP9_CC_0:Y3[5],
UART_Protocol_1/COREFIFO_C0_inst_0/COREFIFO_C0_0/genblk16.U_corefifo_async/genblk10.full_r_RNIKLP9_CC_0:Y3[6],
UART_Protocol_1/COREFIFO_C0_inst_0/COREFIFO_C0_0/genblk16.U_corefifo_async/genblk10.full_r_RNIKLP9_CC_0:Y3[7],
UART_Protocol_1/COREFIFO_C0_inst_0/COREFIFO_C0_0/genblk16.U_corefifo_async/genblk10.full_r_RNIKLP9_CC_0:Y3[8],
UART_Protocol_1/COREFIFO_C0_inst_0/COREFIFO_C0_0/genblk16.U_corefifo_async/genblk10.full_r_RNIKLP9_CC_0:Y3[9],
Data_Block_0/Trigger_Top_Part_0/Trigger_Control_0/REG_Threshold[4]:ALn,2833
Data_Block_0/Trigger_Top_Part_0/Trigger_Control_0/REG_Threshold[4]:CLK,2006
Data_Block_0/Trigger_Top_Part_0/Trigger_Control_0/REG_Threshold[4]:D,3922
Data_Block_0/Trigger_Top_Part_0/Trigger_Control_0/REG_Threshold[4]:EN,372
Data_Block_0/Trigger_Top_Part_0/Trigger_Control_0/REG_Threshold[4]:Q,2006
Controler_0/ADI_SPI_0/addr_counter[28]:ALn,2833
Controler_0/ADI_SPI_0/addr_counter[28]:CLK,-1067
Controler_0/ADI_SPI_0/addr_counter[28]:D,-1349
Controler_0/ADI_SPI_0/addr_counter[28]:EN,2828
Controler_0/ADI_SPI_0/addr_counter[28]:Q,-1067
Data_Block_0/Trigger_Top_Part_0/COREFIFO_C5_0/COREFIFO_C5_0/genblk16.fifo_corefifo_sync_scntr/sc_r_fwft_RNIE3QD6[9]:A,2624
Data_Block_0/Trigger_Top_Part_0/COREFIFO_C5_0/COREFIFO_C5_0/genblk16.fifo_corefifo_sync_scntr/sc_r_fwft_RNIE3QD6[9]:B,2721
Data_Block_0/Trigger_Top_Part_0/COREFIFO_C5_0/COREFIFO_C5_0/genblk16.fifo_corefifo_sync_scntr/sc_r_fwft_RNIE3QD6[9]:CC,2546
Data_Block_0/Trigger_Top_Part_0/COREFIFO_C5_0/COREFIFO_C5_0/genblk16.fifo_corefifo_sync_scntr/sc_r_fwft_RNIE3QD6[9]:P,2624
Data_Block_0/Trigger_Top_Part_0/COREFIFO_C5_0/COREFIFO_C5_0/genblk16.fifo_corefifo_sync_scntr/sc_r_fwft_RNIE3QD6[9]:S,2546
Data_Block_0/Trigger_Top_Part_0/COREFIFO_C5_0/COREFIFO_C5_0/genblk16.fifo_corefifo_sync_scntr/sc_r_fwft_RNIE3QD6[9]:Y3,
Data_Block_0/Trigger_Top_Part_0/COREFIFO_C5_0/COREFIFO_C5_0/genblk16.fifo_corefifo_sync_scntr/sc_r_fwft_RNIE3QD6[9]:Y3A,2770
UART_Protocol_0/mko_0/counter[13]:ALn,175093
UART_Protocol_0/mko_0/counter[13]:CLK,172426
UART_Protocol_0/mko_0/counter[13]:D,169662
UART_Protocol_0/mko_0/counter[13]:Q,172426
Data_Block_0/Trigger_Top_Part_0/COREFIFO_C5_0/COREFIFO_C5_0/genblk16.fifo_corefifo_sync_scntr/sc_r_fwft_RNIAN6R1[1]:A,2563
Data_Block_0/Trigger_Top_Part_0/COREFIFO_C5_0/COREFIFO_C5_0/genblk16.fifo_corefifo_sync_scntr/sc_r_fwft_RNIAN6R1[1]:B,2654
Data_Block_0/Trigger_Top_Part_0/COREFIFO_C5_0/COREFIFO_C5_0/genblk16.fifo_corefifo_sync_scntr/sc_r_fwft_RNIAN6R1[1]:CC,2849
Data_Block_0/Trigger_Top_Part_0/COREFIFO_C5_0/COREFIFO_C5_0/genblk16.fifo_corefifo_sync_scntr/sc_r_fwft_RNIAN6R1[1]:P,2563
Data_Block_0/Trigger_Top_Part_0/COREFIFO_C5_0/COREFIFO_C5_0/genblk16.fifo_corefifo_sync_scntr/sc_r_fwft_RNIAN6R1[1]:S,2849
Data_Block_0/Trigger_Top_Part_0/COREFIFO_C5_0/COREFIFO_C5_0/genblk16.fifo_corefifo_sync_scntr/sc_r_fwft_RNIAN6R1[1]:Y3,
Data_Block_0/Trigger_Top_Part_0/COREFIFO_C5_0/COREFIFO_C5_0/genblk16.fifo_corefifo_sync_scntr/sc_r_fwft_RNIAN6R1[1]:Y3A,2714
UART_Protocol_0/COREFIFO_C0_0_0/COREFIFO_C0_0/genblk16.U_corefifo_async/wptr_bin_sync2_RNID3EV7[8]:A,-324
UART_Protocol_0/COREFIFO_C0_0_0/COREFIFO_C0_0/genblk16.U_corefifo_async/wptr_bin_sync2_RNID3EV7[8]:B,-368
UART_Protocol_0/COREFIFO_C0_0_0/COREFIFO_C0_0/genblk16.U_corefifo_async/wptr_bin_sync2_RNID3EV7[8]:CC,-1099
UART_Protocol_0/COREFIFO_C0_0_0/COREFIFO_C0_0/genblk16.U_corefifo_async/wptr_bin_sync2_RNID3EV7[8]:P,477
UART_Protocol_0/COREFIFO_C0_0_0/COREFIFO_C0_0/genblk16.U_corefifo_async/wptr_bin_sync2_RNID3EV7[8]:S,-1099
UART_Protocol_0/COREFIFO_C0_0_0/COREFIFO_C0_0/genblk16.U_corefifo_async/wptr_bin_sync2_RNID3EV7[8]:Y3,
UART_Protocol_0/COREFIFO_C0_0_0/COREFIFO_C0_0/genblk16.U_corefifo_async/wptr_bin_sync2_RNID3EV7[8]:Y3A,500
UART_Protocol_1/COREFIFO_C0_inst_0/COREFIFO_C0_0/genblk16.U_corefifo_async/genblk10.memraddr_r[4]:ALn,175093
UART_Protocol_1/COREFIFO_C0_inst_0/COREFIFO_C0_0/genblk16.U_corefifo_async/genblk10.memraddr_r[4]:CLK,173091
UART_Protocol_1/COREFIFO_C0_inst_0/COREFIFO_C0_0/genblk16.U_corefifo_async/genblk10.memraddr_r[4]:D,172970
UART_Protocol_1/COREFIFO_C0_inst_0/COREFIFO_C0_0/genblk16.U_corefifo_async/genblk10.memraddr_r[4]:EN,174814
UART_Protocol_1/COREFIFO_C0_inst_0/COREFIFO_C0_0/genblk16.U_corefifo_async/genblk10.memraddr_r[4]:Q,173091
Controler_0/COREFIFO_C1_0/COREFIFO_C1_0/genblk16.fifo_corefifo_sync_scntr/memraddr_r_RNIEVHS[0]:A,887
Controler_0/COREFIFO_C1_0/COREFIFO_C1_0/genblk16.fifo_corefifo_sync_scntr/memraddr_r_RNIEVHS[0]:B,843
Controler_0/COREFIFO_C1_0/COREFIFO_C1_0/genblk16.fifo_corefifo_sync_scntr/memraddr_r_RNIEVHS[0]:C,794
Controler_0/COREFIFO_C1_0/COREFIFO_C1_0/genblk16.fifo_corefifo_sync_scntr/memraddr_r_RNIEVHS[0]:D,688
Controler_0/COREFIFO_C1_0/COREFIFO_C1_0/genblk16.fifo_corefifo_sync_scntr/memraddr_r_RNIEVHS[0]:Y,688
Controler_0/Command_Decoder_0/counter[26]:ALn,1695
Controler_0/Command_Decoder_0/counter[26]:CLK,2768
Controler_0/Command_Decoder_0/counter[26]:D,2512
Controler_0/Command_Decoder_0/counter[26]:Q,2768
Data_Block_0/Trigger_Top_Part_0/Trigger_Control_0/Counter_Processed_Events[24]:ALn,2833
Data_Block_0/Trigger_Top_Part_0/Trigger_Control_0/Counter_Processed_Events[24]:CLK,2431
Data_Block_0/Trigger_Top_Part_0/Trigger_Control_0/Counter_Processed_Events[24]:D,2094
Data_Block_0/Trigger_Top_Part_0/Trigger_Control_0/Counter_Processed_Events[24]:EN,2487
Data_Block_0/Trigger_Top_Part_0/Trigger_Control_0/Counter_Processed_Events[24]:Q,2431
UART_Protocol_1/COREUART_C0_0/COREUART_C0_0/make_CLOCK_GEN/genblk1.make_baud_cntr.baud_cntr7_8:A,173469
UART_Protocol_1/COREUART_C0_0/COREUART_C0_0/make_CLOCK_GEN/genblk1.make_baud_cntr.baud_cntr7_8:B,173425
UART_Protocol_1/COREUART_C0_0/COREUART_C0_0/make_CLOCK_GEN/genblk1.make_baud_cntr.baud_cntr7_8:C,173376
UART_Protocol_1/COREUART_C0_0/COREUART_C0_0/make_CLOCK_GEN/genblk1.make_baud_cntr.baud_cntr7_8:D,173270
UART_Protocol_1/COREUART_C0_0/COREUART_C0_0/make_CLOCK_GEN/genblk1.make_baud_cntr.baud_cntr7_8:Y,173270
UART_Protocol_1/COREFIFO_C0_0_0/COREFIFO_C0_0/genblk17.u_corefifo_fwft/middle_dout[11]:ALn,2833
UART_Protocol_1/COREFIFO_C0_0_0/COREFIFO_C0_0/genblk17.u_corefifo_fwft/middle_dout[11]:CLK,3222
UART_Protocol_1/COREFIFO_C0_0_0/COREFIFO_C0_0/genblk17.u_corefifo_fwft/middle_dout[11]:D,1254
UART_Protocol_1/COREFIFO_C0_0_0/COREFIFO_C0_0/genblk17.u_corefifo_fwft/middle_dout[11]:EN,713
UART_Protocol_1/COREFIFO_C0_0_0/COREFIFO_C0_0/genblk17.u_corefifo_fwft/middle_dout[11]:Q,3222
UART_Protocol_1/COREFIFO_C0_0_0/COREFIFO_C0_0/int_MEMRD_fwft_1_i_m2[39]:A,2138
UART_Protocol_1/COREFIFO_C0_0_0/COREFIFO_C0_0/int_MEMRD_fwft_1_i_m2[39]:B,2328
UART_Protocol_1/COREFIFO_C0_0_0/COREFIFO_C0_0/int_MEMRD_fwft_1_i_m2[39]:C,405
UART_Protocol_1/COREFIFO_C0_0_0/COREFIFO_C0_0/int_MEMRD_fwft_1_i_m2[39]:D,1946
UART_Protocol_1/COREFIFO_C0_0_0/COREFIFO_C0_0/int_MEMRD_fwft_1_i_m2[39]:Y,405
UART_Protocol_1/COREFIFO_C0_0_0/COREFIFO_C0_0/genblk17.u_corefifo_fwft/middle_dout[10]:ALn,2833
UART_Protocol_1/COREFIFO_C0_0_0/COREFIFO_C0_0/genblk17.u_corefifo_fwft/middle_dout[10]:CLK,3222
UART_Protocol_1/COREFIFO_C0_0_0/COREFIFO_C0_0/genblk17.u_corefifo_fwft/middle_dout[10]:D,1259
UART_Protocol_1/COREFIFO_C0_0_0/COREFIFO_C0_0/genblk17.u_corefifo_fwft/middle_dout[10]:EN,713
UART_Protocol_1/COREFIFO_C0_0_0/COREFIFO_C0_0/genblk17.u_corefifo_fwft/middle_dout[10]:Q,3222
Data_Block_0/Trigger_Top_Part_0/Trigger_Control_0/REG_Set_Number_of_Events_M[6]:ALn,2833
Data_Block_0/Trigger_Top_Part_0/Trigger_Control_0/REG_Set_Number_of_Events_M[6]:CLK,473
Data_Block_0/Trigger_Top_Part_0/Trigger_Control_0/REG_Set_Number_of_Events_M[6]:D,3922
Data_Block_0/Trigger_Top_Part_0/Trigger_Control_0/REG_Set_Number_of_Events_M[6]:EN,206
Data_Block_0/Trigger_Top_Part_0/Trigger_Control_0/REG_Set_Number_of_Events_M[6]:Q,473
Data_Block_0/Trigger_Top_Part_0/Trigger_Control_0/Counter_Processed_Events[8]:ALn,2833
Data_Block_0/Trigger_Top_Part_0/Trigger_Control_0/Counter_Processed_Events[8]:CLK,2394
Data_Block_0/Trigger_Top_Part_0/Trigger_Control_0/Counter_Processed_Events[8]:D,2270
Data_Block_0/Trigger_Top_Part_0/Trigger_Control_0/Counter_Processed_Events[8]:EN,2487
Data_Block_0/Trigger_Top_Part_0/Trigger_Control_0/Counter_Processed_Events[8]:Q,2394
Controler_0/COREFIFO_C1_0/COREFIFO_C1_0/RDATA_r[4]:ALn,2833
Controler_0/COREFIFO_C1_0/COREFIFO_C1_0/RDATA_r[4]:CLK,3185
Controler_0/COREFIFO_C1_0/COREFIFO_C1_0/RDATA_r[4]:D,1944
Controler_0/COREFIFO_C1_0/COREFIFO_C1_0/RDATA_r[4]:EN,2676
Controler_0/COREFIFO_C1_0/COREFIFO_C1_0/RDATA_r[4]:Q,3185
Data_Block_0/Trigger_Top_Part_0/COREFIFO_C5_0/COREFIFO_C5_0/genblk16.fifo_corefifo_sync_scntr/sc_r_fwft_RNI72595[7]:A,2623
Data_Block_0/Trigger_Top_Part_0/COREFIFO_C5_0/COREFIFO_C5_0/genblk16.fifo_corefifo_sync_scntr/sc_r_fwft_RNI72595[7]:B,2722
Data_Block_0/Trigger_Top_Part_0/COREFIFO_C5_0/COREFIFO_C5_0/genblk16.fifo_corefifo_sync_scntr/sc_r_fwft_RNI72595[7]:CC,2542
Data_Block_0/Trigger_Top_Part_0/COREFIFO_C5_0/COREFIFO_C5_0/genblk16.fifo_corefifo_sync_scntr/sc_r_fwft_RNI72595[7]:P,2623
Data_Block_0/Trigger_Top_Part_0/COREFIFO_C5_0/COREFIFO_C5_0/genblk16.fifo_corefifo_sync_scntr/sc_r_fwft_RNI72595[7]:S,2542
Data_Block_0/Trigger_Top_Part_0/COREFIFO_C5_0/COREFIFO_C5_0/genblk16.fifo_corefifo_sync_scntr/sc_r_fwft_RNI72595[7]:Y3,
Data_Block_0/Trigger_Top_Part_0/COREFIFO_C5_0/COREFIFO_C5_0/genblk16.fifo_corefifo_sync_scntr/sc_r_fwft_RNI72595[7]:Y3A,2777
Controler_0/COREFIFO_C1_0/COREFIFO_C1_0/Q[15]:A,2995
Controler_0/COREFIFO_C1_0/COREFIFO_C1_0/Q[15]:B,3185
Controler_0/COREFIFO_C1_0/COREFIFO_C1_0/Q[15]:C,1256
Controler_0/COREFIFO_C1_0/COREFIFO_C1_0/Q[15]:D,2799
Controler_0/COREFIFO_C1_0/COREFIFO_C1_0/Q[15]:Y,1256
Controler_0/ADI_SPI_0/data_counter_RNIUN1VC7[22]:B,2767
Controler_0/ADI_SPI_0/data_counter_RNIUN1VC7[22]:C,-1075
Controler_0/ADI_SPI_0/data_counter_RNIUN1VC7[22]:CC,-1234
Controler_0/ADI_SPI_0/data_counter_RNIUN1VC7[22]:P,-1075
Controler_0/ADI_SPI_0/data_counter_RNIUN1VC7[22]:S,-1234
Controler_0/ADI_SPI_0/data_counter_RNIUN1VC7[22]:Y3,
Controler_0/ADI_SPI_0/data_counter_RNIUN1VC7[22]:Y3A,
UART_Protocol_1/COREFIFO_C0_inst_0/COREFIFO_C0_0/genblk23.UI_ram_wrapper_1/L1_asyncnonpipe/COREFIFO_C0_COREFIFO_C0_0_LSRAM_top_R0C0/CFG_24:Y,
Data_Block_0/Trigger_Top_Part_0/COREFIFO_C5_0/COREFIFO_C5_0/genblk22.UI_ram_wrapper_1/L3_syncnonpipe/COREFIFO_C5_COREFIFO_C5_0_LSRAM_top_R3C0/CFG_7:C,2667
Data_Block_0/Trigger_Top_Part_0/COREFIFO_C5_0/COREFIFO_C5_0/genblk22.UI_ram_wrapper_1/L3_syncnonpipe/COREFIFO_C5_COREFIFO_C5_0_LSRAM_top_R3C0/CFG_7:IPB,
Data_Block_0/Trigger_Top_Part_0/COREFIFO_C5_0/COREFIFO_C5_0/genblk22.UI_ram_wrapper_1/L3_syncnonpipe/COREFIFO_C5_COREFIFO_C5_0_LSRAM_top_R3C0/CFG_7:IPC,2667
Data_Block_0/Trigger_Top_Part_0/COREFIFO_C5_0/COREFIFO_C5_0/genblk22.UI_ram_wrapper_1/L3_syncnonpipe/COREFIFO_C5_COREFIFO_C5_0_LSRAM_top_R3C0/CFG_7:IPD,
Controler_0/Answer_Encoder_0/periph_data_0_iv_0[5]:A,-62
Controler_0/Answer_Encoder_0/periph_data_0_iv_0[5]:B,3185
Controler_0/Answer_Encoder_0/periph_data_0_iv_0[5]:C,330
Controler_0/Answer_Encoder_0/periph_data_0_iv_0[5]:D,1229
Controler_0/Answer_Encoder_0/periph_data_0_iv_0[5]:Y,-62
UART_Protocol_1/COREFIFO_C0_inst_0/COREFIFO_C0_0/re_set:ALn,175093
UART_Protocol_1/COREFIFO_C0_inst_0/COREFIFO_C0_0/re_set:CLK,174444
UART_Protocol_1/COREFIFO_C0_inst_0/COREFIFO_C0_0/re_set:D,176218
UART_Protocol_1/COREFIFO_C0_inst_0/COREFIFO_C0_0/re_set:EN,174045
UART_Protocol_1/COREFIFO_C0_inst_0/COREFIFO_C0_0/re_set:Q,174444
UART_Protocol_1/COREFIFO_C0_0_0/COREFIFO_C0_0/genblk16.U_corefifo_async/genblk10.empty_r:ALn,2833
UART_Protocol_1/COREFIFO_C0_0_0/COREFIFO_C0_0/genblk16.U_corefifo_async/genblk10.empty_r:CLK,-708
UART_Protocol_1/COREFIFO_C0_0_0/COREFIFO_C0_0/genblk16.U_corefifo_async/genblk10.empty_r:D,-1112
UART_Protocol_1/COREFIFO_C0_0_0/COREFIFO_C0_0/genblk16.U_corefifo_async/genblk10.empty_r:Q,-708
Data_Block_0/Trigger_Top_Part_0/COREFIFO_C5_0/COREFIFO_C5_0/genblk16.fifo_corefifo_sync_scntr/sc_r_RNIRFI77[11]:A,2773
Data_Block_0/Trigger_Top_Part_0/COREFIFO_C5_0/COREFIFO_C5_0/genblk16.fifo_corefifo_sync_scntr/sc_r_RNIRFI77[11]:B,2611
Data_Block_0/Trigger_Top_Part_0/COREFIFO_C5_0/COREFIFO_C5_0/genblk16.fifo_corefifo_sync_scntr/sc_r_RNIRFI77[11]:C,2551
Data_Block_0/Trigger_Top_Part_0/COREFIFO_C5_0/COREFIFO_C5_0/genblk16.fifo_corefifo_sync_scntr/sc_r_RNIRFI77[11]:CC,2386
Data_Block_0/Trigger_Top_Part_0/COREFIFO_C5_0/COREFIFO_C5_0/genblk16.fifo_corefifo_sync_scntr/sc_r_RNIRFI77[11]:D,2439
Data_Block_0/Trigger_Top_Part_0/COREFIFO_C5_0/COREFIFO_C5_0/genblk16.fifo_corefifo_sync_scntr/sc_r_RNIRFI77[11]:P,2439
Data_Block_0/Trigger_Top_Part_0/COREFIFO_C5_0/COREFIFO_C5_0/genblk16.fifo_corefifo_sync_scntr/sc_r_RNIRFI77[11]:S,2386
Data_Block_0/Trigger_Top_Part_0/COREFIFO_C5_0/COREFIFO_C5_0/genblk16.fifo_corefifo_sync_scntr/sc_r_RNIRFI77[11]:Y3,
Data_Block_0/Trigger_Top_Part_0/COREFIFO_C5_0/COREFIFO_C5_0/genblk16.fifo_corefifo_sync_scntr/sc_r_RNIRFI77[11]:Y3A,2465
UART_Protocol_0/UART_TX_Protocol_0/Fifo_Read_Data_Buffer_5[21]:A,175482
UART_Protocol_0/UART_TX_Protocol_0/Fifo_Read_Data_Buffer_5[21]:B,175158
UART_Protocol_0/UART_TX_Protocol_0/Fifo_Read_Data_Buffer_5[21]:C,175379
UART_Protocol_0/UART_TX_Protocol_0/Fifo_Read_Data_Buffer_5[21]:Y,175158
Controler_0/Command_Decoder_0/decode_vector_6_3dflt:A,3174
Controler_0/Command_Decoder_0/decode_vector_6_3dflt:B,3139
Controler_0/Command_Decoder_0/decode_vector_6_3dflt:C,2169
Controler_0/Command_Decoder_0/decode_vector_6_3dflt:D,2972
Controler_0/Command_Decoder_0/decode_vector_6_3dflt:Y,2169
Controler_0/Answer_Encoder_0/periph_data_0_iv_0[1]:A,-62
Controler_0/Answer_Encoder_0/periph_data_0_iv_0[1]:B,3185
Controler_0/Answer_Encoder_0/periph_data_0_iv_0[1]:C,152
Controler_0/Answer_Encoder_0/periph_data_0_iv_0[1]:D,1229
Controler_0/Answer_Encoder_0/periph_data_0_iv_0[1]:Y,-62
UART_Protocol_0/UART_RX_Protocol_0/op_gt.faultcounter_elapsed3lto5_3:A,171218
UART_Protocol_0/UART_RX_Protocol_0/op_gt.faultcounter_elapsed3lto5_3:B,171181
UART_Protocol_0/UART_RX_Protocol_0/op_gt.faultcounter_elapsed3lto5_3:C,171115
UART_Protocol_0/UART_RX_Protocol_0/op_gt.faultcounter_elapsed3lto5_3:D,171064
UART_Protocol_0/UART_RX_Protocol_0/op_gt.faultcounter_elapsed3lto5_3:Y,171064
Data_Block_0/Trigger_Top_Part_0/Trigger_Control_0/state_reg[3]:ALn,2833
Data_Block_0/Trigger_Top_Part_0/Trigger_Control_0/state_reg[3]:CLK,2467
Data_Block_0/Trigger_Top_Part_0/Trigger_Control_0/state_reg[3]:D,3964
Data_Block_0/Trigger_Top_Part_0/Trigger_Control_0/state_reg[3]:Q,2467
Data_Block_0/Trigger_Top_Part_0/COREFIFO_C5_0/COREFIFO_C5_0/int_MEMRD_fwft_1[0]:A,2359
Data_Block_0/Trigger_Top_Part_0/COREFIFO_C5_0/COREFIFO_C5_0/int_MEMRD_fwft_1[0]:B,2328
Data_Block_0/Trigger_Top_Part_0/COREFIFO_C5_0/COREFIFO_C5_0/int_MEMRD_fwft_1[0]:C,-760
Data_Block_0/Trigger_Top_Part_0/COREFIFO_C5_0/COREFIFO_C5_0/int_MEMRD_fwft_1[0]:D,2167
Data_Block_0/Trigger_Top_Part_0/COREFIFO_C5_0/COREFIFO_C5_0/int_MEMRD_fwft_1[0]:Y,-760
Controler_0/COREFIFO_C1_0/COREFIFO_C1_0/Q[31]:A,2995
Controler_0/COREFIFO_C1_0/COREFIFO_C1_0/Q[31]:B,3185
Controler_0/COREFIFO_C1_0/COREFIFO_C1_0/Q[31]:C,1260
Controler_0/COREFIFO_C1_0/COREFIFO_C1_0/Q[31]:D,2799
Controler_0/COREFIFO_C1_0/COREFIFO_C1_0/Q[31]:Y,1260
UART_Protocol_1/UART_RX_Protocol_0/Decode_data[2]:ALn,175093
UART_Protocol_1/UART_RX_Protocol_0/Decode_data[2]:CLK,175098
UART_Protocol_1/UART_RX_Protocol_0/Decode_data[2]:D,176224
UART_Protocol_1/UART_RX_Protocol_0/Decode_data[2]:EN,175903
UART_Protocol_1/UART_RX_Protocol_0/Decode_data[2]:Q,175098
UART_Protocol_1/COREFIFO_C0_inst_0/COREFIFO_C0_0/genblk16.U_corefifo_async/genblk10.memwaddr_r_RNI6OE351[8]:B,2943
UART_Protocol_1/COREFIFO_C0_inst_0/COREFIFO_C0_0/genblk16.U_corefifo_async/genblk10.memwaddr_r_RNI6OE351[8]:C,991
UART_Protocol_1/COREFIFO_C0_inst_0/COREFIFO_C0_0/genblk16.U_corefifo_async/genblk10.memwaddr_r_RNI6OE351[8]:CC,745
UART_Protocol_1/COREFIFO_C0_inst_0/COREFIFO_C0_0/genblk16.U_corefifo_async/genblk10.memwaddr_r_RNI6OE351[8]:P,991
UART_Protocol_1/COREFIFO_C0_inst_0/COREFIFO_C0_0/genblk16.U_corefifo_async/genblk10.memwaddr_r_RNI6OE351[8]:S,745
UART_Protocol_1/COREFIFO_C0_inst_0/COREFIFO_C0_0/genblk16.U_corefifo_async/genblk10.memwaddr_r_RNI6OE351[8]:Y3,
UART_Protocol_1/COREFIFO_C0_inst_0/COREFIFO_C0_0/genblk16.U_corefifo_async/genblk10.memwaddr_r_RNI6OE351[8]:Y3A,
UART_Protocol_1/COREFIFO_C0_0_0/COREFIFO_C0_0/genblk16.U_corefifo_async/genblk10.rptr[10]:ALn,2833
UART_Protocol_1/COREFIFO_C0_0_0/COREFIFO_C0_0/genblk16.U_corefifo_async/genblk10.rptr[10]:CLK,639
UART_Protocol_1/COREFIFO_C0_0_0/COREFIFO_C0_0/genblk16.U_corefifo_async/genblk10.rptr[10]:D,2669
UART_Protocol_1/COREFIFO_C0_0_0/COREFIFO_C0_0/genblk16.U_corefifo_async/genblk10.rptr[10]:EN,2504
UART_Protocol_1/COREFIFO_C0_0_0/COREFIFO_C0_0/genblk16.U_corefifo_async/genblk10.rptr[10]:Q,639
Controler_0/COREFIFO_C3_0/COREFIFO_C3_0/genblk16.fifo_corefifo_sync_scntr/sc_r_RNIER3Q2[0]:A,2657
