@N: MF916 |Option synthesis_strategy=base is enabled. 
@N: BN362 :"c:\vhdl_temp\digitizer\digitizer_vhdl\digitizer\component\work\corefifo_c4\corefifo_c4_0\rtl\vlog\core\corefifo_c4_corefifo_c4_0_lsram_top.v":360:12:360:52|Removing sequential instance Data_Block_0.Input_Data_Part_1.COREFIFO_C4_0_0.COREFIFO_C4_0.genblk22\.UI_ram_wrapper_1.L3_syncnonpipe.COREFIFO_C4_COREFIFO_C4_0_LSRAM_top_R0C14 (in view: work.Top(verilog)) of type view:ACG4.RAM1K20(PRIM) because it does not drive other instances.
@N: BN362 :"c:\vhdl_temp\digitizer\digitizer_vhdl\digitizer\component\work\corefifo_c4\corefifo_c4_0\rtl\vlog\core\corefifo_c4_corefifo_c4_0_lsram_top.v":160:12:160:52|Removing sequential instance Data_Block_0.Input_Data_Part_0.COREFIFO_C4_0_0.COREFIFO_C4_0.genblk22\.UI_ram_wrapper_1.L3_syncnonpipe.COREFIFO_C4_COREFIFO_C4_0_LSRAM_top_R0C15 (in view: work.Top(verilog)) of type view:ACG4.RAM1K20(PRIM) because it does not drive other instances.
@N: BN362 :"c:\vhdl_temp\digitizer\digitizer_vhdl\digitizer\component\work\corefifo_c4\corefifo_c4_0\rtl\vlog\core\corefifo_c4_corefifo_c4_0_lsram_top.v":160:12:160:52|Removing sequential instance Data_Block_0.Input_Data_Part_1.COREFIFO_C4_0_0.COREFIFO_C4_0.genblk22\.UI_ram_wrapper_1.L3_syncnonpipe.COREFIFO_C4_COREFIFO_C4_0_LSRAM_top_R0C15 (in view: work.Top(verilog)) of type view:ACG4.RAM1K20(PRIM) because it does not drive other instances.
@N: BN362 :"c:\vhdl_temp\digitizer\digitizer_vhdl\digitizer\component\work\corefifo_c4\corefifo_c4_0\rtl\vlog\core\corefifo_c4_corefifo_c4_0_lsram_top.v":335:12:335:52|Removing sequential instance Data_Block_0.Input_Data_Part_0.COREFIFO_C4_0_1.COREFIFO_C4_0.genblk22\.UI_ram_wrapper_1.L3_syncnonpipe.COREFIFO_C4_COREFIFO_C4_0_LSRAM_top_R0C12 (in view: work.Top(verilog)) of type view:ACG4.RAM1K20(PRIM) because it does not drive other instances.
@N: BN362 :"c:\vhdl_temp\digitizer\digitizer_vhdl\digitizer\component\work\corefifo_c4\corefifo_c4_0\rtl\vlog\core\corefifo_c4_corefifo_c4_0_lsram_top.v":335:12:335:52|Removing sequential instance Data_Block_0.Input_Data_Part_1.COREFIFO_C4_0_1.COREFIFO_C4_0.genblk22\.UI_ram_wrapper_1.L3_syncnonpipe.COREFIFO_C4_COREFIFO_C4_0_LSRAM_top_R0C12 (in view: work.Top(verilog)) of type view:ACG4.RAM1K20(PRIM) because it does not drive other instances.
@N: BN362 :"c:\vhdl_temp\digitizer\digitizer_vhdl\digitizer\component\work\corefifo_c4\corefifo_c4_0\rtl\vlog\core\corefifo_c4_corefifo_c4_0_lsram_top.v":385:12:385:52|Removing sequential instance Data_Block_0.Input_Data_Part_0.COREFIFO_C4_0_1.COREFIFO_C4_0.genblk22\.UI_ram_wrapper_1.L3_syncnonpipe.COREFIFO_C4_COREFIFO_C4_0_LSRAM_top_R0C13 (in view: work.Top(verilog)) of type view:ACG4.RAM1K20(PRIM) because it does not drive other instances.
@N: BN362 :"c:\vhdl_temp\digitizer\digitizer_vhdl\digitizer\component\work\corefifo_c4\corefifo_c4_0\rtl\vlog\core\corefifo_c4_corefifo_c4_0_lsram_top.v":385:12:385:52|Removing sequential instance Data_Block_0.Input_Data_Part_1.COREFIFO_C4_0_1.COREFIFO_C4_0.genblk22\.UI_ram_wrapper_1.L3_syncnonpipe.COREFIFO_C4_COREFIFO_C4_0_LSRAM_top_R0C13 (in view: work.Top(verilog)) of type view:ACG4.RAM1K20(PRIM) because it does not drive other instances.
@N: BN362 :"c:\vhdl_temp\digitizer\digitizer_vhdl\digitizer\component\work\corefifo_c4\corefifo_c4_0\rtl\vlog\core\corefifo_c4_corefifo_c4_0_lsram_top.v":360:12:360:52|Removing sequential instance Data_Block_0.Input_Data_Part_0.COREFIFO_C4_0_1.COREFIFO_C4_0.genblk22\.UI_ram_wrapper_1.L3_syncnonpipe.COREFIFO_C4_COREFIFO_C4_0_LSRAM_top_R0C14 (in view: work.Top(verilog)) of type view:ACG4.RAM1K20(PRIM) because it does not drive other instances.
@N: BN362 :"c:\vhdl_temp\digitizer\digitizer_vhdl\digitizer\component\work\corefifo_c4\corefifo_c4_0\rtl\vlog\core\corefifo_c4_corefifo_c4_0_lsram_top.v":360:12:360:52|Removing sequential instance Data_Block_0.Input_Data_Part_1.COREFIFO_C4_0_1.COREFIFO_C4_0.genblk22\.UI_ram_wrapper_1.L3_syncnonpipe.COREFIFO_C4_COREFIFO_C4_0_LSRAM_top_R0C14 (in view: work.Top(verilog)) of type view:ACG4.RAM1K20(PRIM) because it does not drive other instances.
@N: BN362 :"c:\vhdl_temp\digitizer\digitizer_vhdl\digitizer\component\work\corefifo_c4\corefifo_c4_0\rtl\vlog\core\corefifo_c4_corefifo_c4_0_lsram_top.v":160:12:160:52|Removing sequential instance Data_Block_0.Input_Data_Part_0.COREFIFO_C4_0_1.COREFIFO_C4_0.genblk22\.UI_ram_wrapper_1.L3_syncnonpipe.COREFIFO_C4_COREFIFO_C4_0_LSRAM_top_R0C15 (in view: work.Top(verilog)) of type view:ACG4.RAM1K20(PRIM) because it does not drive other instances.
@N: BN362 :"c:\vhdl_temp\digitizer\digitizer_vhdl\digitizer\component\work\corefifo_c4\corefifo_c4_0\rtl\vlog\core\corefifo_c4_corefifo_c4_0_lsram_top.v":160:12:160:52|Removing sequential instance Data_Block_0.Input_Data_Part_1.COREFIFO_C4_0_1.COREFIFO_C4_0.genblk22\.UI_ram_wrapper_1.L3_syncnonpipe.COREFIFO_C4_COREFIFO_C4_0_LSRAM_top_R0C15 (in view: work.Top(verilog)) of type view:ACG4.RAM1K20(PRIM) because it does not drive other instances.
@N: BN362 :"c:\vhdl_temp\digitizer\digitizer_vhdl\digitizer\component\work\corefifo_c4\corefifo_c4_0\rtl\vlog\core\corefifo_c4_corefifo_c4_0_lsram_top.v":335:12:335:52|Removing sequential instance Data_Block_0.Input_Data_Part_0.COREFIFO_C4_0_2.COREFIFO_C4_0.genblk22\.UI_ram_wrapper_1.L3_syncnonpipe.COREFIFO_C4_COREFIFO_C4_0_LSRAM_top_R0C12 (in view: work.Top(verilog)) of type view:ACG4.RAM1K20(PRIM) because it does not drive other instances.
@N: BN362 :"c:\vhdl_temp\digitizer\digitizer_vhdl\digitizer\component\work\corefifo_c4\corefifo_c4_0\rtl\vlog\core\corefifo_c4_corefifo_c4_0_lsram_top.v":335:12:335:52|Removing sequential instance Data_Block_0.Input_Data_Part_1.COREFIFO_C4_0_2.COREFIFO_C4_0.genblk22\.UI_ram_wrapper_1.L3_syncnonpipe.COREFIFO_C4_COREFIFO_C4_0_LSRAM_top_R0C12 (in view: work.Top(verilog)) of type view:ACG4.RAM1K20(PRIM) because it does not drive other instances.
@N: BN362 :"c:\vhdl_temp\digitizer\digitizer_vhdl\digitizer\component\work\corefifo_c4\corefifo_c4_0\rtl\vlog\core\corefifo_c4_corefifo_c4_0_lsram_top.v":385:12:385:52|Removing sequential instance Data_Block_0.Input_Data_Part_0.COREFIFO_C4_0_2.COREFIFO_C4_0.genblk22\.UI_ram_wrapper_1.L3_syncnonpipe.COREFIFO_C4_COREFIFO_C4_0_LSRAM_top_R0C13 (in view: work.Top(verilog)) of type view:ACG4.RAM1K20(PRIM) because it does not drive other instances.
@N: BN362 :"c:\vhdl_temp\digitizer\digitizer_vhdl\digitizer\component\work\corefifo_c4\corefifo_c4_0\rtl\vlog\core\corefifo_c4_corefifo_c4_0_lsram_top.v":385:12:385:52|Removing sequential instance Data_Block_0.Input_Data_Part_1.COREFIFO_C4_0_2.COREFIFO_C4_0.genblk22\.UI_ram_wrapper_1.L3_syncnonpipe.COREFIFO_C4_COREFIFO_C4_0_LSRAM_top_R0C13 (in view: work.Top(verilog)) of type view:ACG4.RAM1K20(PRIM) because it does not drive other instances.
@N: BN362 :"c:\vhdl_temp\digitizer\digitizer_vhdl\digitizer\component\work\corefifo_c4\corefifo_c4_0\rtl\vlog\core\corefifo_c4_corefifo_c4_0_lsram_top.v":360:12:360:52|Removing sequential instance Data_Block_0.Input_Data_Part_0.COREFIFO_C4_0_2.COREFIFO_C4_0.genblk22\.UI_ram_wrapper_1.L3_syncnonpipe.COREFIFO_C4_COREFIFO_C4_0_LSRAM_top_R0C14 (in view: work.Top(verilog)) of type view:ACG4.RAM1K20(PRIM) because it does not drive other instances.
@N: BN362 :"c:\vhdl_temp\digitizer\digitizer_vhdl\digitizer\component\work\corefifo_c4\corefifo_c4_0\rtl\vlog\core\corefifo_c4_corefifo_c4_0_lsram_top.v":360:12:360:52|Removing sequential instance Data_Block_0.Input_Data_Part_1.COREFIFO_C4_0_2.COREFIFO_C4_0.genblk22\.UI_ram_wrapper_1.L3_syncnonpipe.COREFIFO_C4_COREFIFO_C4_0_LSRAM_top_R0C14 (in view: work.Top(verilog)) of type view:ACG4.RAM1K20(PRIM) because it does not drive other instances.
@N: BN362 :"c:\vhdl_temp\digitizer\digitizer_vhdl\digitizer\component\work\corefifo_c4\corefifo_c4_0\rtl\vlog\core\corefifo_c4_corefifo_c4_0_lsram_top.v":160:12:160:52|Removing sequential instance Data_Block_0.Input_Data_Part_0.COREFIFO_C4_0_2.COREFIFO_C4_0.genblk22\.UI_ram_wrapper_1.L3_syncnonpipe.COREFIFO_C4_COREFIFO_C4_0_LSRAM_top_R0C15 (in view: work.Top(verilog)) of type view:ACG4.RAM1K20(PRIM) because it does not drive other instances.
@N: BN362 :"c:\vhdl_temp\digitizer\digitizer_vhdl\digitizer\component\work\corefifo_c4\corefifo_c4_0\rtl\vlog\core\corefifo_c4_corefifo_c4_0_lsram_top.v":160:12:160:52|Removing sequential instance Data_Block_0.Input_Data_Part_1.COREFIFO_C4_0_2.COREFIFO_C4_0.genblk22\.UI_ram_wrapper_1.L3_syncnonpipe.COREFIFO_C4_COREFIFO_C4_0_LSRAM_top_R0C15 (in view: work.Top(verilog)) of type view:ACG4.RAM1K20(PRIM) because it does not drive other instances.
@N: BN362 :"c:\vhdl_temp\digitizer\digitizer_vhdl\digitizer\hdl\trigger_unit.vhd":121:8:121:9|Removing sequential instance Data_Block_0.Input_Data_Part_0.Trigger_Unit_0.Output_sID_Part[0] (in view: work.Top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\vhdl_temp\digitizer\digitizer_vhdl\digitizer\hdl\trigger_unit.vhd":121:8:121:9|Removing sequential instance Data_Block_0.Input_Data_Part_1.Trigger_Unit_0.Output_sID_Part[0] (in view: work.Top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\vhdl_temp\digitizer\digitizer_vhdl\digitizer\hdl\trigger_unit.vhd":121:8:121:9|Removing sequential instance Data_Block_0.Input_Data_Part_0.Trigger_Unit_0.Output_sID_Part[1] (in view: work.Top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\vhdl_temp\digitizer\digitizer_vhdl\digitizer\hdl\trigger_unit.vhd":121:8:121:9|Removing sequential instance Data_Block_0.Input_Data_Part_1.Trigger_Unit_0.Output_sID_Part[1] (in view: work.Top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\vhdl_temp\digitizer\digitizer_vhdl\digitizer\hdl\trigger_unit.vhd":121:8:121:9|Removing sequential instance Data_Block_0.Input_Data_Part_0.Trigger_Unit_1.Output_sID_Part[0] (in view: work.Top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\vhdl_temp\digitizer\digitizer_vhdl\digitizer\hdl\trigger_unit.vhd":121:8:121:9|Removing sequential instance Data_Block_0.Input_Data_Part_1.Trigger_Unit_1.Output_sID_Part[0] (in view: work.Top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\vhdl_temp\digitizer\digitizer_vhdl\digitizer\hdl\trigger_unit.vhd":121:8:121:9|Removing sequential instance Data_Block_0.Input_Data_Part_0.Trigger_Unit_1.Output_sID_Part[1] (in view: work.Top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\vhdl_temp\digitizer\digitizer_vhdl\digitizer\hdl\trigger_unit.vhd":121:8:121:9|Removing sequential instance Data_Block_0.Input_Data_Part_1.Trigger_Unit_1.Output_sID_Part[1] (in view: work.Top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\vhdl_temp\digitizer\digitizer_vhdl\digitizer\hdl\trigger_unit.vhd":121:8:121:9|Removing sequential instance Data_Block_0.Input_Data_Part_0.Trigger_Unit_2.Output_sID_Part[0] (in view: work.Top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\vhdl_temp\digitizer\digitizer_vhdl\digitizer\hdl\trigger_unit.vhd":121:8:121:9|Removing sequential instance Data_Block_0.Input_Data_Part_1.Trigger_Unit_2.Output_sID_Part[0] (in view: work.Top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\vhdl_temp\digitizer\digitizer_vhdl\digitizer\hdl\trigger_unit.vhd":121:8:121:9|Removing sequential instance Data_Block_0.Input_Data_Part_0.Trigger_Unit_2.Output_sID_Part[1] (in view: work.Top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\vhdl_temp\digitizer\digitizer_vhdl\digitizer\hdl\trigger_unit.vhd":121:8:121:9|Removing sequential instance Data_Block_0.Input_Data_Part_1.Trigger_Unit_2.Output_sID_Part[1] (in view: work.Top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\vhdl_temp\digitizer\digitizer_vhdl\digitizer\hdl\trigger_unit.vhd":121:8:121:9|Removing sequential instance Data_Block_0.Input_Data_Part_0.Trigger_Unit_3.Output_sID_Part[0] (in view: work.Top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\vhdl_temp\digitizer\digitizer_vhdl\digitizer\hdl\trigger_unit.vhd":121:8:121:9|Removing sequential instance Data_Block_0.Input_Data_Part_1.Trigger_Unit_3.Output_sID_Part[0] (in view: work.Top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\vhdl_temp\digitizer\digitizer_vhdl\digitizer\hdl\trigger_unit.vhd":121:8:121:9|Removing sequential instance Data_Block_0.Input_Data_Part_0.Trigger_Unit_3.Output_sID_Part[1] (in view: work.Top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\vhdl_temp\digitizer\digitizer_vhdl\digitizer\hdl\trigger_unit.vhd":121:8:121:9|Removing sequential instance Data_Block_0.Input_Data_Part_1.Trigger_Unit_3.Output_sID_Part[1] (in view: work.Top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\vhdl_temp\digitizer\digitizer_vhdl\digitizer\hdl\trigger_main.vhd":158:8:158:9|Removing sequential instance Data_Block_0.Trigger_Top_Part_0.Trigger_Main_0.TRG_Enable_Vector[0] (in view: work.Top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\vhdl_temp\digitizer\digitizer_vhdl\digitizer\hdl\trigger_main.vhd":158:8:158:9|Removing sequential instance Data_Block_0.Trigger_Top_Part_0.Trigger_Main_0.TRG_Last_Is_Last (in view: work.Top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\vhdl_temp\digitizer\digitizer_vhdl\digitizer\hdl\trigger_main.vhd":158:8:158:9|Removing sequential instance Data_Block_0.Trigger_Top_Part_0.Trigger_Main_0.TRG_First_Is_First (in view: work.Top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\vhdl_temp\digitizer\digitizer_vhdl\digitizer\hdl\trigger_main.vhd":158:8:158:9|Removing sequential instance Data_Block_0.Trigger_Top_Part_0.Trigger_Main_0.TRG_Enable_Vector[1] (in view: work.Top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\vhdl_temp\digitizer\digitizer_vhdl\digitizer\hdl\trigger_main.vhd":158:8:158:9|Removing sequential instance Data_Block_0.Trigger_Top_Part_0.Trigger_Main_0.TRG_Enable_Vector[5] (in view: work.Top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\vhdl_temp\digitizer\digitizer_vhdl\digitizer\hdl\trigger_main.vhd":158:8:158:9|Removing sequential instance Data_Block_0.Trigger_Top_Part_0.Trigger_Main_0.TRG_Enable_Vector[2] (in view: work.Top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\vhdl_temp\digitizer\digitizer_vhdl\digitizer\hdl\trigger_main.vhd":158:8:158:9|Removing sequential instance Data_Block_0.Trigger_Top_Part_0.Trigger_Main_0.TRG_Enable_Vector[6] (in view: work.Top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\vhdl_temp\digitizer\digitizer_vhdl\digitizer\hdl\trigger_main.vhd":158:8:158:9|Removing sequential instance Data_Block_0.Trigger_Top_Part_0.Trigger_Main_0.TRG_Enable_Vector[3] (in view: work.Top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\vhdl_temp\digitizer\digitizer_vhdl\digitizer\hdl\trigger_main.vhd":158:8:158:9|Removing sequential instance Data_Block_0.Trigger_Top_Part_0.Trigger_Main_0.TRG_Enable_Vector[7] (in view: work.Top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\vhdl_temp\digitizer\digitizer_vhdl\digitizer\hdl\trigger_main.vhd":158:8:158:9|Removing sequential instance Data_Block_0.Trigger_Top_Part_0.Trigger_Main_0.TRG_Enable_Vector[4] (in view: work.Top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\vhdl_temp\digitizer\digitizer_vhdl\digitizer\hdl\trigger_unit.vhd":78:8:78:9|Removing sequential instance Data_Block_0.Input_Data_Part_0.Trigger_Unit_1.Input_Data_1_0[1] (in view: work.Top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\vhdl_temp\digitizer\digitizer_vhdl\digitizer\hdl\trigger_unit.vhd":78:8:78:9|Removing sequential instance Data_Block_0.Input_Data_Part_0.Trigger_Unit_1.Input_Data_2_1[1] (in view: work.Top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\vhdl_temp\digitizer\digitizer_vhdl\digitizer\hdl\trigger_unit.vhd":78:8:78:9|Removing sequential instance Data_Block_0.Input_Data_Part_0.Trigger_Unit_1.Output_Sample_Part_2[1] (in view: work.Top(verilog)) because it does not drive other instances.
@N: MO225 :"c:\vhdl_temp\digitizer\digitizer_vhdl\digitizer\component\work\coreuart_c0\coreuart_c0_0\rtl\vlog\core\rx_async.v":286:0:286:5|There are no possible illegal states for state machine UART_Protocol_1.COREUART_C0_0.COREUART_C0_0.make_RX.rx_state[3:0] (in view: ScratchLib.UART_Protocol_1.COREUART_C0_0.COREUART_C0_0.make_RX.rx_state_3_0cc(gate_dflt)); safe FSM implementation is not required.
@N: MO225 :"c:\vhdl_temp\digitizer\digitizer_vhdl\digitizer\component\work\coreuart_c0\coreuart_c0_0\rtl\vlog\core\rx_async.v":286:0:286:5|There are no possible illegal states for state machine UART_Protocol_0.COREUART_C0_0.COREUART_C0_0.make_RX.rx_state[3:0] (in view: ScratchLib.UART_Protocol_0.COREUART_C0_0.COREUART_C0_0.make_RX.rx_state_3_0cc(gate_dflt)); safe FSM implementation is not required.
@N: MO225 :"c:\vhdl_temp\digitizer\digitizer_vhdl\digitizer\hdl\uart_rx_protocol.vhd":422:8:422:9|There are no possible illegal states for state machine UART_Protocol_0.UART_RX_Protocol_0.Detect_state_reg[0:3] (in view: ScratchLib.UART_Protocol_0.UART_RX_Protocol_0.Detect_state_reg_0_3cc(gate_dflt)); safe FSM implementation is not required.
@N: MO225 :"c:\vhdl_temp\digitizer\digitizer_vhdl\digitizer\hdl\uart_rx_protocol.vhd":422:8:422:9|There are no possible illegal states for state machine UART_Protocol_1.UART_RX_Protocol_0.Detect_state_reg[0:3] (in view: ScratchLib.UART_Protocol_1.UART_RX_Protocol_0.Detect_state_reg_0_3cc(gate_dflt)); safe FSM implementation is not required.
@N: MO225 :"c:\vhdl_temp\digitizer\digitizer_vhdl\digitizer\hdl\communication_anw_mux.vhd":67:8:67:9|There are no possible illegal states for state machine Controler_0.Communication_ANW_MUX_0.state_reg[0:3] (in view: ScratchLib.Controler_0.Communication_ANW_MUX_0.state_reg_0_3cc(gate_dflt)); safe FSM implementation is not required.
@N: BN362 :"c:\vhdl_temp\digitizer\digitizer_vhdl\digitizer\component\work\corefifo_c4\corefifo_c4_0\rtl\vlog\core\corefifo.v":1068:3:1068:8|Removing sequential instance Data_Block_0.Input_Data_Part_1.COREFIFO_C4_0_2.COREFIFO_C4_0.fwft_Q_r[0] (in view: work.Top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\vhdl_temp\digitizer\digitizer_vhdl\digitizer\component\work\corefifo_c4\corefifo_c4_0\rtl\vlog\core\corefifo.v":1068:3:1068:8|Removing sequential instance Data_Block_0.Input_Data_Part_1.COREFIFO_C4_0_2.COREFIFO_C4_0.fwft_Q_r[1] (in view: work.Top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\vhdl_temp\digitizer\digitizer_vhdl\digitizer\component\work\corefifo_c4\corefifo_c4_0\rtl\vlog\core\corefifo.v":1068:3:1068:8|Removing sequential instance Data_Block_0.Input_Data_Part_1.COREFIFO_C4_0_2.COREFIFO_C4_0.fwft_Q_r[2] (in view: work.Top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\vhdl_temp\digitizer\digitizer_vhdl\digitizer\component\work\corefifo_c4\corefifo_c4_0\rtl\vlog\core\corefifo.v":1068:3:1068:8|Removing sequential instance Data_Block_0.Input_Data_Part_1.COREFIFO_C4_0_2.COREFIFO_C4_0.fwft_Q_r[3] (in view: work.Top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\vhdl_temp\digitizer\digitizer_vhdl\digitizer\component\work\corefifo_c4\corefifo_c4_0\rtl\vlog\core\corefifo.v":1068:3:1068:8|Removing sequential instance Data_Block_0.Input_Data_Part_1.COREFIFO_C4_0_2.COREFIFO_C4_0.fwft_Q_r[4] (in view: work.Top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\vhdl_temp\digitizer\digitizer_vhdl\digitizer\component\work\corefifo_c4\corefifo_c4_0\rtl\vlog\core\corefifo.v":1068:3:1068:8|Removing sequential instance Data_Block_0.Input_Data_Part_1.COREFIFO_C4_0_2.COREFIFO_C4_0.fwft_Q_r[5] (in view: work.Top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\vhdl_temp\digitizer\digitizer_vhdl\digitizer\component\work\corefifo_c4\corefifo_c4_0\rtl\vlog\core\corefifo.v":1068:3:1068:8|Removing sequential instance Data_Block_0.Input_Data_Part_1.COREFIFO_C4_0_2.COREFIFO_C4_0.fwft_Q_r[6] (in view: work.Top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\vhdl_temp\digitizer\digitizer_vhdl\digitizer\component\work\corefifo_c4\corefifo_c4_0\rtl\vlog\core\corefifo.v":1068:3:1068:8|Removing sequential instance Data_Block_0.Input_Data_Part_1.COREFIFO_C4_0_2.COREFIFO_C4_0.fwft_Q_r[7] (in view: work.Top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\vhdl_temp\digitizer\digitizer_vhdl\digitizer\component\work\corefifo_c4\corefifo_c4_0\rtl\vlog\core\corefifo.v":1068:3:1068:8|Removing sequential instance Data_Block_0.Input_Data_Part_1.COREFIFO_C4_0_2.COREFIFO_C4_0.fwft_Q_r[8] (in view: work.Top(verilog)) because it does not drive other instances.
